message,label,category,source
"Mimi ni crypto trader niliyestaafu. Nakufundisha jinsi ya kupata $1813 kwa siku. Ada ya mafunzo TZS 200,000: 0797942956",SCAM,crypto_scam,synthetic_ngao_v2
"Mimi ni crypto trader niliyestaafu. Nakufundisha jinsi ya kupata $605 kwa siku. Ada ya mafunzo TZS 158,000: 0725671015",SCAM,crypto_scam,synthetic_ngao_v2
"Mimi ni crypto trader niliyestaafu. Nakufundisha jinsi ya kupata $660 kwa siku. Ada ya mafunzo TZS 88,000: 0747966785",SCAM,crypto_scam,synthetic_ngao_v2
"Mimi ni crypto trader niliyestaafu. Nakufundisha jinsi ya kupata $491 kwa siku. Ada ya mafunzo TZS 68,000: 0718273982",SCAM,crypto_scam,synthetic_ngao_v2
"Mimi ni crypto trader niliyestaafu. Nakufundisha jinsi ya kupata $1823 kwa siku. Ada ya mafunzo TZS 128,000: 0789885339",SCAM,crypto_scam,synthetic_ngao_v2
"Ninataka kununua USDT 4712 kwa kiwango cha juu. Lipa kwanza M-Pesa TZS 247,000 nitakutumia crypto baadaye. 0769230394",SCAM,crypto_scam,synthetic_ngao_v2
"Ninataka kununua USDT 3889 kwa kiwango cha juu. Lipa kwanza M-Pesa TZS 452,000 nitakutumia crypto baadaye. 0751833723",SCAM,crypto_scam,synthetic_ngao_v2
"Ninataka kununua USDT 3347 kwa kiwango cha juu. Lipa kwanza M-Pesa TZS 239,000 nitakutumia crypto baadaye. 0777666211",SCAM,crypto_scam,synthetic_ngao_v2
"Ninataka kununua USDT 4095 kwa kiwango cha juu. Lipa kwanza M-Pesa TZS 324,000 nitakutumia crypto baadaye. 0721727086",SCAM,crypto_scam,synthetic_ngao_v2
"Ninataka kununua USDT 376 kwa kiwango cha juu. Lipa kwanza M-Pesa TZS 321,000 nitakutumia crypto baadaye. 0754733039",SCAM,crypto_scam,synthetic_ngao_v2
"Ninauza BTC kwa bei nzuri. Tuma M-Pesa TZS 178,000 kwanza nitakutumia BTC mara moja. Nambari yangu: 0714195763",SCAM,crypto_scam,synthetic_ngao_v2
"Ninauza BTC kwa bei nzuri. Tuma M-Pesa TZS 167,000 kwanza nitakutumia BTC mara moja. Nambari yangu: 0799976566",SCAM,crypto_scam,synthetic_ngao_v2
"Ninauza BTC kwa bei nzuri. Tuma M-Pesa TZS 490,000 kwanza nitakutumia BTC mara moja. Nambari yangu: 0786715643",SCAM,crypto_scam,synthetic_ngao_v2
"Ninauza BTC kwa bei nzuri. Tuma M-Pesa TZS 60,000 kwanza nitakutumia BTC mara moja. Nambari yangu: 0799961322",SCAM,crypto_scam,synthetic_ngao_v2
"Ninauza BTC kwa bei nzuri. Tuma M-Pesa TZS 187,000 kwanza nitakutumia BTC mara moja. Nambari yangu: 0786142185",SCAM,crypto_scam,synthetic_ngao_v2
"NEW TOKEN LAUNCH: SAFARI COIN - Token mpya ya Afrika Mashariki. Nunua sasa bei ya chini kabla haijapanda. Tuma TZS 32,000: 0773644173",SCAM,crypto_scam,synthetic_ngao_v2
"NEW TOKEN LAUNCH: SAFARI COIN - Token mpya ya Afrika Mashariki. Nunua sasa bei ya chini kabla haijapanda. Tuma TZS 93,000: 0769391668",SCAM,crypto_scam,synthetic_ngao_v2
"NEW TOKEN LAUNCH: SAFARI COIN - Token mpya ya Afrika Mashariki. Nunua sasa bei ya chini kabla haijapanda. Tuma TZS 33,000: 0787557058",SCAM,crypto_scam,synthetic_ngao_v2
"NEW TOKEN LAUNCH: SAFARI COIN - Token mpya ya Afrika Mashariki. Nunua sasa bei ya chini kabla haijapanda. Tuma TZS 91,000: 0775195674",SCAM,crypto_scam,synthetic_ngao_v2
"NEW TOKEN LAUNCH: SAFARI COIN - Token mpya ya Afrika Mashariki. Nunua sasa bei ya chini kabla haijapanda. Tuma TZS 70,000: 0757528184",SCAM,crypto_scam,synthetic_ngao_v2
"SHILLINGI TOKEN: Cryptocurrency ya kwanza ya Tanzania. ICO inaendelea. Weka TZS 391,000 upate tokens 10x. 0754802685",SCAM,crypto_scam,synthetic_ngao_v2
"SHILLINGI TOKEN: Cryptocurrency ya kwanza ya Tanzania. ICO inaendelea. Weka TZS 157,000 upate tokens 10x. 0732445824",SCAM,crypto_scam,synthetic_ngao_v2
"SHILLINGI TOKEN: Cryptocurrency ya kwanza ya Tanzania. ICO inaendelea. Weka TZS 471,000 upate tokens 10x. 0776402218",SCAM,crypto_scam,synthetic_ngao_v2
"SHILLINGI TOKEN: Cryptocurrency ya kwanza ya Tanzania. ICO inaendelea. Weka TZS 728,000 upate tokens 10x. 0764953085",SCAM,crypto_scam,synthetic_ngao_v2
"SHILLINGI TOKEN: Cryptocurrency ya kwanza ya Tanzania. ICO inaendelea. Weka TZS 828,000 upate tokens 10x. 0783138479",SCAM,crypto_scam,synthetic_ngao_v2
"BORA COIN presale! Coin mpya backed na dhahabu ya Tanzania. Bei ya ICO TZS 19,000/token. Tuma haraka: 0722429795",SCAM,crypto_scam,synthetic_ngao_v2
"BORA COIN presale! Coin mpya backed na dhahabu ya Tanzania. Bei ya ICO TZS 13,000/token. Tuma haraka: 0754221552",SCAM,crypto_scam,synthetic_ngao_v2
"BORA COIN presale! Coin mpya backed na dhahabu ya Tanzania. Bei ya ICO TZS 29,000/token. Tuma haraka: 0764639593",SCAM,crypto_scam,synthetic_ngao_v2
"BORA COIN presale! Coin mpya backed na dhahabu ya Tanzania. Bei ya ICO TZS 5,000/token. Tuma haraka: 0797668950",SCAM,crypto_scam,synthetic_ngao_v2
"BORA COIN presale! Coin mpya backed na dhahabu ya Tanzania. Bei ya ICO TZS 19,000/token. Tuma haraka: 0765156837",SCAM,crypto_scam,synthetic_ngao_v2
Habari! Nilikutana nawe Facebook. Mimi ni trader wa crypto Dubai. Nakufundisha kufanya pesa bila malipo. WhatsApp: 0736643623,SCAM,crypto_scam,synthetic_ngao_v2
Habari! Nilikutana nawe Facebook. Mimi ni trader wa crypto Dubai. Nakufundisha kufanya pesa bila malipo. WhatsApp: 0759752878,SCAM,crypto_scam,synthetic_ngao_v2
Habari! Nilikutana nawe Facebook. Mimi ni trader wa crypto Dubai. Nakufundisha kufanya pesa bila malipo. WhatsApp: 0776755788,SCAM,crypto_scam,synthetic_ngao_v2
Habari! Nilikutana nawe Facebook. Mimi ni trader wa crypto Dubai. Nakufundisha kufanya pesa bila malipo. WhatsApp: 0769896907,SCAM,crypto_scam,synthetic_ngao_v2
Habari! Nilikutana nawe Facebook. Mimi ni trader wa crypto Dubai. Nakufundisha kufanya pesa bila malipo. WhatsApp: 0717313446,SCAM,crypto_scam,synthetic_ngao_v2
"Niko Singapore kwa biashara. Nimetengeneza $50,000 kwa wiki ya crypto. Nakusaidia wewe pia. Tuma tu TZS 168,000 kuanza: 0783237377",SCAM,crypto_scam,synthetic_ngao_v2
"Niko Singapore kwa biashara. Nimetengeneza $50,000 kwa wiki ya crypto. Nakusaidia wewe pia. Tuma tu TZS 173,000 kuanza: 0769832168",SCAM,crypto_scam,synthetic_ngao_v2
"Niko Singapore kwa biashara. Nimetengeneza $50,000 kwa wiki ya crypto. Nakusaidia wewe pia. Tuma tu TZS 224,000 kuanza: 0726130271",SCAM,crypto_scam,synthetic_ngao_v2
"Niko Singapore kwa biashara. Nimetengeneza $50,000 kwa wiki ya crypto. Nakusaidia wewe pia. Tuma tu TZS 261,000 kuanza: 0790938141",SCAM,crypto_scam,synthetic_ngao_v2
"Niko Singapore kwa biashara. Nimetengeneza $50,000 kwa wiki ya crypto. Nakusaidia wewe pia. Tuma tu TZS 161,000 kuanza: 0732425845",SCAM,crypto_scam,synthetic_ngao_v2
"Tuma TZS 161,000 upate TZS 228,000 ndani ya masaa 24. Imani yetu ni wateja wetu. Jibu hii nambari: 0783527809",SCAM,money_doubling,synthetic_ngao_v2
"Tuma TZS 43,000 upate TZS 660,000 ndani ya masaa 24. Imani yetu ni wateja wetu. Jibu hii nambari: 0725583863",SCAM,money_doubling,synthetic_ngao_v2
"Tuma TZS 50,000 upate TZS 1,526,000 ndani ya masaa 24. Imani yetu ni wateja wetu. Jibu hii nambari: 0731622584",SCAM,money_doubling,synthetic_ngao_v2
"Tuma TZS 94,000 upate TZS 1,242,000 ndani ya masaa 24. Imani yetu ni wateja wetu. Jibu hii nambari: 0747535673",SCAM,money_doubling,synthetic_ngao_v2
"Tuma TZS 143,000 upate TZS 1,167,000 ndani ya masaa 24. Imani yetu ni wateja wetu. Jibu hii nambari: 0744578975",SCAM,money_doubling,synthetic_ngao_v2
"INVESTMENT ALERT: TZS 332,000 inakuwa TZS 1,684,000 kwa wiki 2. Hakuna hatari. Watu 885 wamefaidika. 0736728492",SCAM,money_doubling,synthetic_ngao_v2
"INVESTMENT ALERT: TZS 310,000 inakuwa TZS 1,618,000 kwa wiki 2. Hakuna hatari. Watu 1869 wamefaidika. 0719389666",SCAM,money_doubling,synthetic_ngao_v2
"INVESTMENT ALERT: TZS 445,000 inakuwa TZS 3,899,000 kwa wiki 2. Hakuna hatari. Watu 796 wamefaidika. 0777380150",SCAM,money_doubling,synthetic_ngao_v2
"INVESTMENT ALERT: TZS 470,000 inakuwa TZS 521,000 kwa wiki 2. Hakuna hatari. Watu 679 wamefaidika. 0751978157",SCAM,money_doubling,synthetic_ngao_v2
"INVESTMENT ALERT: TZS 350,000 inakuwa TZS 4,511,000 kwa wiki 2. Hakuna hatari. Watu 1872 wamefaidika. 0731568238",SCAM,money_doubling,synthetic_ngao_v2
"Kikundi cha uwekezaji kinaanza wiki hii. Weka TZS 651,000 upate 10x baada ya siku 18. 0755678727",SCAM,money_doubling,synthetic_ngao_v2
"Kikundi cha uwekezaji kinaanza wiki hii. Weka TZS 881,000 upate 10x baada ya siku 21. 0754297816",SCAM,money_doubling,synthetic_ngao_v2
"Kikundi cha uwekezaji kinaanza wiki hii. Weka TZS 814,000 upate 3x baada ya siku 25. 0762344907",SCAM,money_doubling,synthetic_ngao_v2
"Kikundi cha uwekezaji kinaanza wiki hii. Weka TZS 976,000 upate 10x baada ya siku 8. 0753880879",SCAM,money_doubling,synthetic_ngao_v2
"Kikundi cha uwekezaji kinaanza wiki hii. Weka TZS 584,000 upate 10x baada ya siku 19. 0797930884",SCAM,money_doubling,synthetic_ngao_v2
"Mfumo wetu wa biashara ya forex unakulipa 39% kila wiki. Anza na TZS 176,000 leo: 0715232378",SCAM,money_doubling,synthetic_ngao_v2
"Mfumo wetu wa biashara ya forex unakulipa 84% kila wiki. Anza na TZS 297,000 leo: 0788448121",SCAM,money_doubling,synthetic_ngao_v2
"Mfumo wetu wa biashara ya forex unakulipa 32% kila wiki. Anza na TZS 273,000 leo: 0769204555",SCAM,money_doubling,synthetic_ngao_v2
"Mfumo wetu wa biashara ya forex unakulipa 87% kila wiki. Anza na TZS 283,000 leo: 0771116093",SCAM,money_doubling,synthetic_ngao_v2
"Mfumo wetu wa biashara ya forex unakulipa 38% kila wiki. Anza na TZS 154,000 leo: 0796261859",SCAM,money_doubling,synthetic_ngao_v2
"Pyramid ya faida: Weka TZS 19,000, pokea TZS 580,000, lete rafiki 3 upate bonus. Anza sasa: 0746455007",SCAM,money_doubling,synthetic_ngao_v2
"Pyramid ya faida: Weka TZS 89,000, pokea TZS 809,000, lete rafiki 3 upate bonus. Anza sasa: 0763781403",SCAM,money_doubling,synthetic_ngao_v2
"Pyramid ya faida: Weka TZS 20,000, pokea TZS 972,000, lete rafiki 3 upate bonus. Anza sasa: 0755993744",SCAM,money_doubling,synthetic_ngao_v2
"Pyramid ya faida: Weka TZS 96,000, pokea TZS 979,000, lete rafiki 3 upate bonus. Anza sasa: 0781498468",SCAM,money_doubling,synthetic_ngao_v2
"Pyramid ya faida: Weka TZS 50,000, pokea TZS 741,000, lete rafiki 3 upate bonus. Anza sasa: 0775667296",SCAM,money_doubling,synthetic_ngao_v2
"M-PESA MULTIPLICATION: Tuma TZS 7,000 kwa 0792171744 upate TZS 170,000 ndani ya saa 1. Imejaribiwa na kuthibitishwa.",SCAM,money_doubling,synthetic_ngao_v2
"M-PESA MULTIPLICATION: Tuma TZS 45,000 kwa 0749338536 upate TZS 432,000 ndani ya saa 1. Imejaribiwa na kuthibitishwa.",SCAM,money_doubling,synthetic_ngao_v2
"M-PESA MULTIPLICATION: Tuma TZS 10,000 kwa 0768203225 upate TZS 439,000 ndani ya saa 1. Imejaribiwa na kuthibitishwa.",SCAM,money_doubling,synthetic_ngao_v2
"M-PESA MULTIPLICATION: Tuma TZS 45,000 kwa 0723565230 upate TZS 135,000 ndani ya saa 1. Imejaribiwa na kuthibitishwa.",SCAM,money_doubling,synthetic_ngao_v2
"M-PESA MULTIPLICATION: Tuma TZS 49,000 kwa 0751130353 upate TZS 73,000 ndani ya saa 1. Imejaribiwa na kuthibitishwa.",SCAM,money_doubling,synthetic_ngao_v2
"MAMA PESA GROUP: Wanawake 216 wanafaidika kila siku. Jiunge sasa TZS 131,000. WhatsApp: 0718407618",SCAM,money_doubling,synthetic_ngao_v2
"MAMA PESA GROUP: Wanawake 233 wanafaidika kila siku. Jiunge sasa TZS 77,000. WhatsApp: 0768252640",SCAM,money_doubling,synthetic_ngao_v2
"MAMA PESA GROUP: Wanawake 175 wanafaidika kila siku. Jiunge sasa TZS 97,000. WhatsApp: 0765693418",SCAM,money_doubling,synthetic_ngao_v2
"MAMA PESA GROUP: Wanawake 399 wanafaidika kila siku. Jiunge sasa TZS 131,000. WhatsApp: 0735278240",SCAM,money_doubling,synthetic_ngao_v2
"MAMA PESA GROUP: Wanawake 139 wanafaidika kila siku. Jiunge sasa TZS 40,000. WhatsApp: 0791501126",SCAM,money_doubling,synthetic_ngao_v2
"Pesa ya serikali ya UWEKEZAJI: Serikali inakulipa 69% ya kila TZS 799,000 unayoweka. Haraka: 0743621841",SCAM,money_doubling,synthetic_ngao_v2
"Pesa ya serikali ya UWEKEZAJI: Serikali inakulipa 67% ya kila TZS 246,000 unayoweka. Haraka: 0742583550",SCAM,money_doubling,synthetic_ngao_v2
"Pesa ya serikali ya UWEKEZAJI: Serikali inakulipa 70% ya kila TZS 360,000 unayoweka. Haraka: 0771367729",SCAM,money_doubling,synthetic_ngao_v2
"Pesa ya serikali ya UWEKEZAJI: Serikali inakulipa 72% ya kila TZS 109,000 unayoweka. Haraka: 0772401603",SCAM,money_doubling,synthetic_ngao_v2
"Pesa ya serikali ya UWEKEZAJI: Serikali inakulipa 73% ya kila TZS 659,000 unayoweka. Haraka: 0732177449",SCAM,money_doubling,synthetic_ngao_v2
M-PESA: Akaunti yako imesimamishwa kwa shughuli za tuhuma. Tuma PIN yako kwa 0769462351 ili kurejesha huduma.,SCAM,pin_phishing,synthetic_ngao_v2
M-PESA: Akaunti yako imesimamishwa kwa shughuli za tuhuma. Tuma PIN yako kwa 0788413685 ili kurejesha huduma.,SCAM,pin_phishing,synthetic_ngao_v2
M-PESA: Akaunti yako imesimamishwa kwa shughuli za tuhuma. Tuma PIN yako kwa 0794544920 ili kurejesha huduma.,SCAM,pin_phishing,synthetic_ngao_v2
M-PESA: Akaunti yako imesimamishwa kwa shughuli za tuhuma. Tuma PIN yako kwa 0745579027 ili kurejesha huduma.,SCAM,pin_phishing,synthetic_ngao_v2
Safaricom: Sim card yako itafutwa ndani ya masaa 12 kama hutathithbishe. Tuma nambari yako ya siri: 0751308894,SCAM,pin_phishing,synthetic_ngao_v2
Safaricom: Sim card yako itafutwa ndani ya masaa 12 kama hutathithbishe. Tuma nambari yako ya siri: 0762994787,SCAM,pin_phishing,synthetic_ngao_v2
Safaricom: Sim card yako itafutwa ndani ya masaa 12 kama hutathithbishe. Tuma nambari yako ya siri: 0774211834,SCAM,pin_phishing,synthetic_ngao_v2
Safaricom: Sim card yako itafutwa ndani ya masaa 12 kama hutathithbishe. Tuma nambari yako ya siri: 0743499889,SCAM,pin_phishing,synthetic_ngao_v2
"Habari, mimi ni mshauri wa CRDB. Akaunti yako ina tatizo. Tuma OTP code uliyopata SMS ili nitatue haraka. 0786476395",SCAM,pin_phishing,synthetic_ngao_v2
"Habari, mimi ni mshauri wa CRDB. Akaunti yako ina tatizo. Tuma OTP code uliyopata SMS ili nitatue haraka. 0786410244",SCAM,pin_phishing,synthetic_ngao_v2
"Habari, mimi ni mshauri wa CRDB. Akaunti yako ina tatizo. Tuma OTP code uliyopata SMS ili nitatue haraka. 0750123005",SCAM,pin_phishing,synthetic_ngao_v2
"Habari, mimi ni mshauri wa CRDB. Akaunti yako ina tatizo. Tuma OTP code uliyopata SMS ili nitatue haraka. 0797515032",SCAM,pin_phishing,synthetic_ngao_v2
AIRTEL SECURITY: Mtu anajaribu kutumia akaunti yako. Thibitisha wewe ni mwenyewe tuma PIN yako ya Airtel Money: 0748108491,SCAM,pin_phishing,synthetic_ngao_v2
AIRTEL SECURITY: Mtu anajaribu kutumia akaunti yako. Thibitisha wewe ni mwenyewe tuma PIN yako ya Airtel Money: 0785819112,SCAM,pin_phishing,synthetic_ngao_v2
AIRTEL SECURITY: Mtu anajaribu kutumia akaunti yako. Thibitisha wewe ni mwenyewe tuma PIN yako ya Airtel Money: 0717735863,SCAM,pin_phishing,synthetic_ngao_v2
AIRTEL SECURITY: Mtu anajaribu kutumia akaunti yako. Thibitisha wewe ni mwenyewe tuma PIN yako ya Airtel Money: 0776973294,SCAM,pin_phishing,synthetic_ngao_v2
NMB BANK: Account yako itafungwa leo usiku. Thibitisha nambari yako ya siri kwa SMS hii au tembelea: bit.ly/nmb-verify-5689,SCAM,pin_phishing,synthetic_ngao_v2
NMB BANK: Account yako itafungwa leo usiku. Thibitisha nambari yako ya siri kwa SMS hii au tembelea: bit.ly/nmb-verify-4770,SCAM,pin_phishing,synthetic_ngao_v2
NMB BANK: Account yako itafungwa leo usiku. Thibitisha nambari yako ya siri kwa SMS hii au tembelea: bit.ly/nmb-verify-6772,SCAM,pin_phishing,synthetic_ngao_v2
NMB BANK: Account yako itafungwa leo usiku. Thibitisha nambari yako ya siri kwa SMS hii au tembelea: bit.ly/nmb-verify-4588,SCAM,pin_phishing,synthetic_ngao_v2
"EQUITY BANK: Dear Customer, your account shows unusual login. Verify by sending your PIN to 0794299367 immediately.",SCAM,pin_phishing,synthetic_ngao_v2
"EQUITY BANK: Dear Customer, your account shows unusual login. Verify by sending your PIN to 0792362801 immediately.",SCAM,pin_phishing,synthetic_ngao_v2
"EQUITY BANK: Dear Customer, your account shows unusual login. Verify by sending your PIN to 0799892280 immediately.",SCAM,pin_phishing,synthetic_ngao_v2
"EQUITY BANK: Dear Customer, your account shows unusual login. Verify by sending your PIN to 0797813928 immediately.",SCAM,pin_phishing,synthetic_ngao_v2
Tigo Pesa Customer Care: Tunahitaji kuthibitisha akaunti yako. Tuma nambari yako ya siri ya Tigo kwa: 0728758765,SCAM,pin_phishing,synthetic_ngao_v2
Tigo Pesa Customer Care: Tunahitaji kuthibitisha akaunti yako. Tuma nambari yako ya siri ya Tigo kwa: 0723757937,SCAM,pin_phishing,synthetic_ngao_v2
Tigo Pesa Customer Care: Tunahitaji kuthibitisha akaunti yako. Tuma nambari yako ya siri ya Tigo kwa: 0795141337,SCAM,pin_phishing,synthetic_ngao_v2
Tigo Pesa Customer Care: Tunahitaji kuthibitisha akaunti yako. Tuma nambari yako ya siri ya Tigo kwa: 0752926918,SCAM,pin_phishing,synthetic_ngao_v2
KCB BANK: Akaunti yako imezuiliwa. Bonyeza hapa kufungua: http://kcb-verify-551.xyz/login,SCAM,pin_phishing,synthetic_ngao_v2
KCB BANK: Akaunti yako imezuiliwa. Bonyeza hapa kufungua: http://kcb-verify-134.xyz/login,SCAM,pin_phishing,synthetic_ngao_v2
KCB BANK: Akaunti yako imezuiliwa. Bonyeza hapa kufungua: http://kcb-verify-693.xyz/login,SCAM,pin_phishing,synthetic_ngao_v2
KCB BANK: Akaunti yako imezuiliwa. Bonyeza hapa kufungua: http://kcb-verify-473.xyz/login,SCAM,pin_phishing,synthetic_ngao_v2
VODACOM SUPPORT: Tuma OTP code yako ya 867934 ili uthibitishe sim yako. Nambari ya msaada: 0727194511,SCAM,pin_phishing,synthetic_ngao_v2
VODACOM SUPPORT: Tuma OTP code yako ya 409445 ili uthibitishe sim yako. Nambari ya msaada: 0754883790,SCAM,pin_phishing,synthetic_ngao_v2
VODACOM SUPPORT: Tuma OTP code yako ya 535686 ili uthibitishe sim yako. Nambari ya msaada: 0734310548,SCAM,pin_phishing,synthetic_ngao_v2
VODACOM SUPPORT: Tuma OTP code yako ya 238579 ili uthibitishe sim yako. Nambari ya msaada: 0782483629,SCAM,pin_phishing,synthetic_ngao_v2
"Dear M-Pesa user, your account has been flagged. Send your 4-digit PIN to 0780626169 to unlock. Security Team.",SCAM,pin_phishing,synthetic_ngao_v2
"Dear M-Pesa user, your account has been flagged. Send your 4-digit PIN to 0747970813 to unlock. Security Team.",SCAM,pin_phishing,synthetic_ngao_v2
"Dear M-Pesa user, your account has been flagged. Send your 4-digit PIN to 0733369452 to unlock. Security Team.",SCAM,pin_phishing,synthetic_ngao_v2
"Dear M-Pesa user, your account has been flagged. Send your 4-digit PIN to 0774945664 to unlock. Security Team.",SCAM,pin_phishing,synthetic_ngao_v2
Mfumo wetu mpya unahitaji usajili upya. Tuma nambari yako ya siri ya M-Pesa + Jina lako kamili kwa: 0750882824,SCAM,pin_phishing,synthetic_ngao_v2
Mfumo wetu mpya unahitaji usajili upya. Tuma nambari yako ya siri ya M-Pesa + Jina lako kamili kwa: 0756943298,SCAM,pin_phishing,synthetic_ngao_v2
Mfumo wetu mpya unahitaji usajili upya. Tuma nambari yako ya siri ya M-Pesa + Jina lako kamili kwa: 0725591081,SCAM,pin_phishing,synthetic_ngao_v2
Mfumo wetu mpya unahitaji usajili upya. Tuma nambari yako ya siri ya M-Pesa + Jina lako kamili kwa: 0720247594,SCAM,pin_phishing,synthetic_ngao_v2
ABSA BANK ALERT: Suspicious transaction detected on your account. Reply with your PIN to cancel: 0741809176,SCAM,pin_phishing,synthetic_ngao_v2
ABSA BANK ALERT: Suspicious transaction detected on your account. Reply with your PIN to cancel: 0799516716,SCAM,pin_phishing,synthetic_ngao_v2
ABSA BANK ALERT: Suspicious transaction detected on your account. Reply with your PIN to cancel: 0784483542,SCAM,pin_phishing,synthetic_ngao_v2
ABSA BANK ALERT: Suspicious transaction detected on your account. Reply with your PIN to cancel: 0722929090,SCAM,pin_phishing,synthetic_ngao_v2
Kuna mtu amejaribu kuingia kwenye akaunti yako ya Airtel Money mara 9. Tuma PIN yako kuthibitisha: 0712377304,SCAM,pin_phishing,synthetic_ngao_v2
Kuna mtu amejaribu kuingia kwenye akaunti yako ya Airtel Money mara 4. Tuma PIN yako kuthibitisha: 0771486490,SCAM,pin_phishing,synthetic_ngao_v2
Kuna mtu amejaribu kuingia kwenye akaunti yako ya Airtel Money mara 7. Tuma PIN yako kuthibitisha: 0787499534,SCAM,pin_phishing,synthetic_ngao_v2
Kuna mtu amejaribu kuingia kwenye akaunti yako ya Airtel Money mara 8. Tuma PIN yako kuthibitisha: 0724807617,SCAM,pin_phishing,synthetic_ngao_v2
STANCHART TANZANIA: Akaunti yako itafutwa saa 6 usiku. Thibitisha ID yako + PIN kwa haraka: 0742594379,SCAM,pin_phishing,synthetic_ngao_v2
STANCHART TANZANIA: Akaunti yako itafutwa saa 6 usiku. Thibitisha ID yako + PIN kwa haraka: 0714749641,SCAM,pin_phishing,synthetic_ngao_v2
STANCHART TANZANIA: Akaunti yako itafutwa saa 6 usiku. Thibitisha ID yako + PIN kwa haraka: 0784443939,SCAM,pin_phishing,synthetic_ngao_v2
STANCHART TANZANIA: Akaunti yako itafutwa saa 6 usiku. Thibitisha ID yako + PIN kwa haraka: 0791332120,SCAM,pin_phishing,synthetic_ngao_v2
"Babu yako yuko hospitali Muhimbili. Anahitaji damu/upasuaji haraka. Tuma TZS 82,000 kwa: 0794963874",SCAM,emergency_scam,synthetic_ngao_v2
"Shangazi yako yuko hospitali Muhimbili. Anahitaji damu/upasuaji haraka. Tuma TZS 408,000 kwa: 0751780776",SCAM,emergency_scam,synthetic_ngao_v2
"Mtoto yako yuko hospitali Muhimbili. Anahitaji damu/upasuaji haraka. Tuma TZS 109,000 kwa: 0728147549",SCAM,emergency_scam,synthetic_ngao_v2
"Baba yako yuko hospitali Muhimbili. Anahitaji damu/upasuaji haraka. Tuma TZS 205,000 kwa: 0776221761",SCAM,emergency_scam,synthetic_ngao_v2
"Mama yako yuko hospitali Muhimbili. Anahitaji damu/upasuaji haraka. Tuma TZS 170,000 kwa: 0781242254",SCAM,emergency_scam,synthetic_ngao_v2
"Nimepata ajali barabarani karibu na Arusha. Gari imeharibiwa. Tuma TZS 332,000 haraka. 0760803055",SCAM,emergency_scam,synthetic_ngao_v2
"Nimepata ajali barabarani karibu na Mbeya. Gari imeharibiwa. Tuma TZS 314,000 haraka. 0788878325",SCAM,emergency_scam,synthetic_ngao_v2
"Nimepata ajali barabarani karibu na Kariakoo. Gari imeharibiwa. Tuma TZS 312,000 haraka. 0796203831",SCAM,emergency_scam,synthetic_ngao_v2
"Nimepata ajali barabarani karibu na Arusha. Gari imeharibiwa. Tuma TZS 415,000 haraka. 0765393328",SCAM,emergency_scam,synthetic_ngao_v2
"Nimepata ajali barabarani karibu na Ubungo. Gari imeharibiwa. Tuma TZS 453,000 haraka. 0760327823",SCAM,emergency_scam,synthetic_ngao_v2
"Niko kizuizini polisi. Wanahitaji TZS 213,000 kwa dhamana. Tafadhali msaidie familia yako. Tuma: 0769347582",SCAM,emergency_scam,synthetic_ngao_v2
"Niko kizuizini polisi. Wanahitaji TZS 192,000 kwa dhamana. Tafadhali msaidie familia yako. Tuma: 0723818987",SCAM,emergency_scam,synthetic_ngao_v2
"Niko kizuizini polisi. Wanahitaji TZS 194,000 kwa dhamana. Tafadhali msaidie familia yako. Tuma: 0782776149",SCAM,emergency_scam,synthetic_ngao_v2
"Niko kizuizini polisi. Wanahitaji TZS 191,000 kwa dhamana. Tafadhali msaidie familia yako. Tuma: 0718517479",SCAM,emergency_scam,synthetic_ngao_v2
"Niko kizuizini polisi. Wanahitaji TZS 170,000 kwa dhamana. Tafadhali msaidie familia yako. Tuma: 0736228093",SCAM,emergency_scam,synthetic_ngao_v2
"Nimefukuzwa nyumba usiku wa leo. Watoto wanalia. Ninahitaji TZS 166,000 ya dharura. Tuma: 0722794963",SCAM,emergency_scam,synthetic_ngao_v2
"Nimefukuzwa nyumba usiku wa leo. Watoto wanalia. Ninahitaji TZS 104,000 ya dharura. Tuma: 0795770556",SCAM,emergency_scam,synthetic_ngao_v2
"Nimefukuzwa nyumba usiku wa leo. Watoto wanalia. Ninahitaji TZS 55,000 ya dharura. Tuma: 0717925013",SCAM,emergency_scam,synthetic_ngao_v2
"Nimefukuzwa nyumba usiku wa leo. Watoto wanalia. Ninahitaji TZS 135,000 ya dharura. Tuma: 0744232040",SCAM,emergency_scam,synthetic_ngao_v2
"Nimefukuzwa nyumba usiku wa leo. Watoto wanalia. Ninahitaji TZS 194,000 ya dharura. Tuma: 0738171942",SCAM,emergency_scam,synthetic_ngao_v2
"Nimeibiwa kila kitu – pesa, simu, vitambulisho – niko Kampala. Ninahitaji TZS 400,000 kurudi nyumbani. 0740952547",SCAM,emergency_scam,synthetic_ngao_v2
"Nimeibiwa kila kitu – pesa, simu, vitambulisho – niko Kampala. Ninahitaji TZS 268,000 kurudi nyumbani. 0730926952",SCAM,emergency_scam,synthetic_ngao_v2
"Nimeibiwa kila kitu – pesa, simu, vitambulisho – niko Nairobi. Ninahitaji TZS 241,000 kurudi nyumbani. 0730236306",SCAM,emergency_scam,synthetic_ngao_v2
